Semana,Município,Incidencia
2025-07-27,DESCANSO,0.0
2025-07-27,CURITIBANOS,0.0
2025-07-27,CUNHATAÍ,0.0
2025-07-27,CUNHA PORÃ,0.0
2025-07-27,CRICIÚMA,0.0
2025-07-27,CORUPÁ,0.0
2025-07-27,CORREIA PINTO,0.0
2025-07-27,CORONEL MARTINS,0.0
2025-07-27,TREVISO,0.0
2025-07-27,CORONEL FREITAS,0.0
2025-07-27,ENTRE RIOS,0.0
2025-07-27,BELMONTE,0.0
2025-07-27,MODELO,0.0
2025-07-27,MORRO DA FUMAÇA,0.0
2025-07-27,TROMBUDO CENTRAL,0.0
2025-07-27,TREZE TÍLIAS,0.0
2025-07-27,TIMBÓ,0.0
2025-07-27,TIJUCAS,0.0
2025-07-27,MORRO GRANDE,0.0
2025-07-27,TIGRINHOS,0.0
2025-07-27,TANGARÁ,0.0
2025-07-27,TAIÓ,0.0
2025-07-27,SÃO PEDRO DE ALCÂNTARA,0.0
2025-07-27,SÃO MIGUEL DO OESTE,0.0
2025-07-27,SÃO MIGUEL DA BOA VISTA,0.0
2025-07-27,SÃO LUDGERO,0.0
2025-07-27,SÃO LOURENÇO DO OESTE,0.0
2025-07-27,SÃO JOÃO DO OESTE,0.0
2025-07-27,SÃO JOÃO DO ITAPERIÚ,0.0
2025-07-27,SÃO JOÃO BATISTA,0.0
2025-07-27,OTACÍLIO COSTA,0.0
2025-07-27,SÃO JOSÉ DO CEDRO,0.0
2025-07-27,SÃO JOSÉ,6.958724326656437
2025-07-27,SÃO FRANCISCO DO SUL,0.0
2025-07-27,SÃO DOMINGOS,0.0
2025-07-27,SÃO CARLOS,0.0
2025-07-27,SÃO BONIFÁCIO,0.0
2025-07-27,SÃO BERNARDINO,0.0
2025-07-27,SÃO BENTO DO SUL,0.0
2025-07-27,TUBARÃO,0.0
2025-07-27,TUNÁPOLIS,0.0
2025-07-27,UNIÃO DO OESTE,0.0
2025-07-27,URUBICI,0.0
2025-07-27,JACINTO MACHADO,0.0
2025-07-27,ITAIÓPOLIS,0.0
2025-07-27,ERMO,0.0
2025-07-27,DONA EMMA,0.0
2025-07-27,CHAPADÃO DO LAGEADO,0.0
2025-07-27,BRAÇO DO TROMBUDO,0.0
2025-07-27,BOM RETIRO,0.0
2025-07-27,BALNEÁRIO ARROIO DO SILVA,0.0
2025-07-27,ARMAZÉM,0.0
2025-07-27,AGRONÔMICA,0.0
2025-07-27,MIRIM DOCE,0.0
2025-07-27,AGROLÂNDIA,0.0
2025-07-27,SUL BRASIL,0.0
2025-07-27,ÁGUAS MORNAS,0.0
2025-07-27,ÁGUAS DE CHAPECÓ,0.0
2025-07-27,ÁGUA DOCE,0.0
2025-07-27,ZORTÉA,0.0
2025-07-27,XAXIM,0.0
2025-07-27,XAVANTINA,0.0
2025-07-27,XANXERÊ,0.0
2025-07-27,VIDEIRA,0.0
2025-07-27,VIDAL RAMOS,0.0
2025-07-27,MONTE CARLO,0.0
2025-07-27,VARGEÃO,0.0
2025-07-27,VARGEM BONITA,0.0
2025-07-27,URUSSANGA,0.0
2025-07-27,ÁGUAS FRIAS,0.0
2025-07-27,SOMBRIO,0.0
2025-07-27,SERRA ALTA,0.0
2025-07-27,PESCARIA BRAVA,0.0
2025-07-27,POMERODE,0.0
2025-07-27,PLANALTO ALEGRE,0.0
2025-07-27,PIRATUBA,0.0
2025-07-27,PINHALZINHO,0.0
2025-07-27,PERITIBA,0.0
2025-07-27,PRESIDENTE CASTELLO BRANCO,0.0
2025-07-27,PENHA,2.9940119760479043
2025-07-27,PAULO LOPES,0.0
2025-07-27,PASSOS MAIA,0.0
2025-07-27,PASSO DE TORRES,0.0
2025-07-27,PARAÍSO,0.0
2025-07-27,PAPANDUVA,0.0
2025-07-27,PONTE ALTA,0.0
2025-07-27,PALMITOS,0.0
2025-07-27,PALHOÇA,1.267759193367084
2025-07-27,PAIAL,0.0
2025-07-27,OURO VERDE,0.0
2025-07-27,RIO DAS ANTAS,0.0
2025-07-27,OURO,0.0
2025-07-27,ORLEANS,0.0
2025-07-27,NOVO HORIZONTE,0.0
2025-07-27,NOVA VENEZA,0.0
2025-07-27,NOVA TRENTO,0.0
2025-07-27,NOVA ITABERABA,0.0
2025-07-27,NOVA ERECHIM,0.0
2025-07-27,NAVEGANTES,0.0
2025-07-27,PALMA SOLA,0.0
2025-07-27,MONDAÍ,0.0
2025-07-27,PONTE SERRADA,0.0
2025-07-27,PORTO UNIÃO,0.0
2025-07-27,SEARA,0.0
2025-07-27,SCHROEDER,0.0
2025-07-27,SAUDADES,0.0
2025-07-27,SANTO AMARO DA IMPERATRIZ,0.0
2025-07-27,SANTIAGO DO SUL,0.0
2025-07-27,SANTA TEREZINHA DO PROGRESSO,0.0
2025-07-27,SANTA TEREZINHA,0.0
2025-07-27,SANTA HELENA,41.203131437989285
2025-07-27,SALTO VELOSO,0.0
2025-07-27,SALTINHO,0.0
2025-07-27,SALETE,0.0
2025-07-27,PETROLÂNDIA,0.0
2025-07-27,PORTO BELO,7.213445863088797
2025-07-27,ROMELÂNDIA,0.0
2025-07-27,RIQUEZA,0.0
2025-07-27,RIO NEGRINHO,0.0
2025-07-27,RIO DOS CEDROS,0.0
2025-07-27,RIO DO SUL,0.0
2025-07-27,RIO DO OESTE,0.0
2025-07-27,RANCHO QUEIMADO,0.0
2025-07-27,QUILOMBO,0.0
2025-07-27,PRINCESA,0.0
2025-07-27,PRESIDENTE NEREU,0.0
2025-07-27,PINHEIRO PRETO,0.0
2025-07-27,PRESIDENTE GETÚLIO,0.0
2025-07-27,POUSO REDONDO,0.0
2025-07-27,RODEIO,0.0
2025-07-27,BARRA VELHA,0.0
2025-07-27,LEOBERTO LEAL,0.0
2025-07-27,MAJOR VIEIRA,0.0
2025-07-27,ARVOREDO,0.0
2025-07-27,BALNEÁRIO PIÇARRAS,0.0
2025-07-27,ARABUTÃ,0.0
2025-07-27,ALTO BELA VISTA,0.0
2025-07-27,BALNEÁRIO CAMBORIÚ,0.7141020880345055
2025-07-27,BALNEÁRIO BARRA DO SUL,0.0
2025-07-27,VITOR MEIRELES,0.0
2025-07-27,BALNEÁRIO GAIVOTA,0.0
2025-07-27,ARAQUARI,6.598917777484493
2025-07-27,ARROIO TRINTA,0.0
2025-07-27,BANDEIRANTE,0.0
2025-07-27,ALFREDO WAGNER,0.0
2025-07-27,BARRA BONITA,0.0
2025-07-27,VARGEM,0.0
2025-07-27,ANITÁPOLIS,0.0
2025-07-27,ANTÔNIO CARLOS,0.0
2025-07-27,AURORA,0.0
2025-07-27,ARARANGUÁ,0.0
2025-07-27,ANCHIETA,0.0
2025-07-27,APIÚNA,0.0
2025-07-27,ASCURRA,0.0
2025-07-27,BALNEÁRIO RINCÃO,0.0
2025-07-27,ABELARDO LUZ,0.0
2025-08-10,ITAPOÁ,3.254043148612151
2025-08-10,BALNEÁRIO BARRA DO SUL,0.0
2025-08-10,ILHOTA,4.921502042423348
2025-08-10,ITUPORANGA,0.0
2025-08-10,SIDERÓPOLIS,0.0
2025-08-10,IBIRAMA,0.0
2025-08-10,TUNÁPOLIS,0.0
2025-08-10,IRATI,48.33252779120348
2025-08-10,HERVAL D'OESTE,0.0
2025-08-10,GUATAMBÚ,0.0
2025-08-10,ITÁ,0.0
2025-08-10,UNIÃO DO OESTE,0.0
2025-08-10,GUARUJÁ DO SUL,0.0
2025-08-10,GUARAMIRIM,0.0
2025-08-10,URUBICI,0.0
2025-08-10,GUARACIABA,0.0
2025-08-10,SÃO PEDRO DE ALCÂNTARA,0.0
2025-08-10,GUABIRUBA,0.0
2025-08-10,TAIÓ,0.0
2025-08-10,IBICARÉ,0.0
2025-08-10,IMARUÍ,0.0
2025-08-10,ITAPIRANGA,0.0
2025-08-10,AURORA,0.0
2025-08-10,TIGRINHOS,0.0
2025-08-10,IRANI,0.0
2025-08-10,IRINEÓPOLIS,0.0
2025-08-10,SANTA ROSA DE LIMA,0.0
2025-08-10,ALTO BELA VISTA,0.0
2025-08-10,MORRO GRANDE,0.0
2025-08-10,IRACEMINHA,0.0
2025-08-10,TIJUCAS,0.0
2025-08-10,ITAJAÍ,1.7172157750309958
2025-08-10,TUBARÃO,0.0
2025-08-10,IPUMIRIM,0.0
2025-08-10,TANGARÁ,0.0
2025-08-10,TIMBÓ,0.0
2025-08-10,ITAPEMA,3.9345810326963684
2025-08-10,IPIRA,0.0
2025-08-10,IOMERÊ,0.0
2025-08-10,TREZE TÍLIAS,0.0
2025-08-10,INDAIAL,0.0
2025-08-10,TROMBUDO CENTRAL,0.0
2025-08-10,IMBUIA,0.0
2025-08-10,IMBITUBA,0.0
2025-08-10,IPUAÇU,0.0
2025-08-10,IPORÃ DO OESTE,0.0
2025-08-10,GOVERNADOR CELSO RAMOS,0.0
2025-08-10,GRAVATAL,0.0
2025-08-10,ZORTÉA,0.0
2025-08-10,CUNHATAÍ,0.0
2025-08-10,CUNHA PORÃ,0.0
2025-08-10,CRICIÚMA,0.0
2025-08-10,BALNEÁRIO PIÇARRAS,0.0
2025-08-10,ÁGUA DOCE,0.0
2025-08-10,CORUPÁ,0.0
2025-08-10,CORREIA PINTO,0.0
2025-08-10,ÁGUAS DE CHAPECÓ,0.0
2025-08-10,CORONEL MARTINS,0.0
2025-08-10,CORONEL FREITAS,0.0
2025-08-10,TREVISO,0.0
2025-08-10,CORDILHEIRA ALTA,0.0
2025-08-10,ÁGUAS FRIAS,0.0
2025-08-10,CONCÓRDIA,0.0
2025-08-10,COCAL DO SUL,0.0
2025-08-10,ÁGUAS MORNAS,0.0
2025-08-10,CHAPECÓ,2.389010551463269
2025-08-10,VARGEM,0.0
2025-08-10,CELSO RAMOS,0.0
2025-08-10,MIRIM DOCE,0.0
2025-08-10,CAÇADOR,0.0
2025-08-10,BALNEÁRIO RINCÃO,0.0
2025-08-10,ABELARDO LUZ,0.0
2025-08-10,AGROLÂNDIA,0.0
2025-08-10,CURITIBANOS,0.0
2025-08-10,DESCANSO,0.0
2025-08-10,XAXIM,0.0
2025-08-10,DIONÍSIO CERQUEIRA,0.0
2025-08-10,BALNEÁRIO CAMBORIÚ,0.7141020880345055
2025-08-10,IÇARA,0.0
2025-08-10,VARGEM BONITA,0.0
2025-08-10,GASPAR,0.0
2025-08-10,SÃO JOAQUIM,0.0
2025-08-10,GARUVA,0.0
2025-08-10,GAROPABA,0.0
2025-08-10,MONTE CARLO,0.0
2025-08-10,VARGEÃO,0.0
2025-08-10,GALVÃO,31.065548306927617
2025-08-10,FRAIBURGO,0.0
2025-08-10,ALFREDO WAGNER,0.0
2025-08-10,URUSSANGA,0.0
2025-08-10,FORQUILHINHA,0.0
2025-08-10,FORMOSA DO SUL,0.0
2025-08-10,FLORIANÓPOLIS,11.842563566701498
2025-08-10,VIDEIRA,0.0
2025-08-10,FLOR DO SERTÃO,0.0
2025-08-10,BALNEÁRIO GAIVOTA,0.0
2025-08-10,XANXERÊ,0.0
2025-08-10,FAXINAL DOS GUEDES,0.0
2025-08-10,ERVAL VELHO,0.0
2025-08-10,XAVANTINA,0.0
2025-08-10,ENTRE RIOS,0.0
2025-08-10,SÃO MARTINHO,0.0
2025-08-10,DOUTOR PEDRINHO,0.0
2025-08-10,VIDAL RAMOS,0.0
2025-08-10,JABORÁ,0.0
2025-08-10,JARDINÓPOLIS,0.0
2025-08-10,ASCURRA,0.0
2025-08-10,PLANALTO ALEGRE,0.0
2025-08-10,PIRATUBA,0.0
2025-08-10,SANTO AMARO DA IMPERATRIZ,0.0
2025-08-10,PINHALZINHO,0.0
2025-08-10,PERITIBA,0.0
2025-08-10,SAUDADES,9.735202492211839
2025-08-10,PENHA,0.0
2025-08-10,PRESIDENTE CASTELLO BRANCO,0.0
2025-08-10,PAULO LOPES,0.0
2025-08-10,SCHROEDER,0.0
2025-08-10,PASSOS MAIA,0.0
2025-08-10,PASSO DE TORRES,0.0
2025-08-10,PESCARIA BRAVA,0.0
2025-08-10,PARAÍSO,0.0
2025-08-10,ARAQUARI,2.1996392591614975
2025-08-10,SEARA,0.0
2025-08-10,PAPANDUVA,0.0
2025-08-10,PALMITOS,0.0
2025-08-10,PALMA SOLA,0.0
2025-08-10,SERRA ALTA,0.0
2025-08-10,PALHOÇA,0.8451727955780559
2025-08-10,PAIAL,0.0
2025-08-10,SOMBRIO,0.0
2025-08-10,OURO VERDE,0.0
2025-08-10,ANITÁPOLIS,0.0
2025-08-10,SANTIAGO DO SUL,0.0
2025-08-10,POMERODE,2.8819274330672355
2025-08-10,ARABUTÃ,0.0
2025-08-10,PONTE ALTA,0.0
2025-08-10,ROMELÂNDIA,0.0
2025-08-10,RODEIO,0.0
2025-08-10,RIQUEZA,0.0
2025-08-10,RIO NEGRINHO,0.0
2025-08-10,SALETE,0.0
2025-08-10,RIO DOS CEDROS,0.0
2025-08-10,RIO DO SUL,0.0
2025-08-10,SALTINHO,0.0
2025-08-10,RIO DO OESTE,0.0
2025-08-10,APIÚNA,0.0
2025-08-10,RANCHO QUEIMADO,0.0
2025-08-10,SALTO VELOSO,0.0
2025-08-10,SUL BRASIL,0.0
2025-08-10,QUILOMBO,0.0
2025-08-10,ANTÔNIO CARLOS,0.0
2025-08-10,SANTA HELENA,0.0
2025-08-10,PRESIDENTE NEREU,0.0
2025-08-10,PRESIDENTE GETÚLIO,0.0
2025-08-10,PINHEIRO PRETO,0.0
2025-08-10,POUSO REDONDO,0.0
2025-08-10,SANTA TEREZINHA,0.0
2025-08-10,PORTO UNIÃO,0.0
2025-08-10,PORTO BELO,10.820168794633195
2025-08-10,VITOR MEIRELES,0.0
2025-08-10,SANTA TEREZINHA DO PROGRESSO,0.0
2025-08-10,PONTE SERRADA,0.0
2025-08-10,PRINCESA,0.0
2025-08-10,SANGÃO,0.0
2025-08-10,OURO,0.0
2025-08-10,ORLEANS,0.0
2025-08-10,LINDÓIA DO SUL,0.0
2025-08-10,SÃO JOÃO BATISTA,0.0
2025-08-10,LEOBERTO LEAL,0.0
2025-08-10,MAJOR VIEIRA,0.0
2025-08-10,LAURO MÜLLER,0.0
2025-08-10,ANCHIETA,0.0
2025-08-10,SÃO JOÃO DO ITAPERIÚ,0.0
2025-08-10,LAURENTINO,0.0
2025-08-10,RIO RUFINO,0.0
2025-08-10,LAJEADO GRANDE,0.0
2025-08-10,ARVOREDO,0.0
2025-08-10,LAGUNA,0.0
2025-08-10,SÃO JOÃO DO OESTE,0.0
2025-08-10,LAGES,0.0
2025-08-10,LACERDÓPOLIS,0.0
2025-08-10,SÃO LOURENÇO DO OESTE,0.0
2025-08-10,JUPIÁ,0.0
2025-08-10,JOSÉ BOITEUX,0.0
2025-08-10,JOINVILLE,0.3236355927952244
2025-08-10,SÃO LUDGERO,0.0
2025-08-10,JOAÇABA,0.0
2025-08-10,SÃO MIGUEL DA BOA VISTA,0.0
2025-08-10,JARAGUÁ DO SUL,0.0
2025-08-10,SÃO MIGUEL DO OESTE,0.0
2025-08-10,JAGUARUNA,0.0
2025-08-10,SÃO JOSÉ DO CEDRO,0.0
2025-08-10,LONTRAS,0.0
2025-08-10,OTACÍLIO COSTA,0.0
2025-08-10,LUIZ ALVES,0.0
2025-08-10,SÃO BENTO DO SUL,0.0
2025-08-10,NOVO HORIZONTE,0.0
2025-08-10,NOVA VENEZA,0.0
2025-08-10,ARARANGUÁ,0.0
2025-08-10,NOVA TRENTO,0.0
2025-08-10,SÃO BERNARDINO,0.0
2025-08-10,NOVA ITABERABA,0.0
2025-08-10,NOVA ERECHIM,0.0
2025-08-10,NAVEGANTES,0.0
2025-08-10,SÃO BONIFÁCIO,0.0
2025-08-10,MORRO DA FUMAÇA,0.0
2025-08-10,MONDAÍ,0.0
2025-08-10,RIO DAS ANTAS,0.0
2025-08-10,SÃO CARLOS,0.0
2025-08-10,MASSARANDUBA,0.0
2025-08-10,SÃO DOMINGOS,0.0
2025-08-10,MAREMA,0.0
2025-08-10,RIO DO CAMPO,0.0
2025-08-10,MARAVILHA,0.0
2025-08-10,ARROIO TRINTA,0.0
2025-08-10,SÃO FRANCISCO DO SUL,1.9073777370870528
2025-08-10,MARACAJÁ,0.0
2025-08-10,MAJOR GERCINO,0.0
2025-08-10,MAFRA,0.0
2025-08-10,SÃO JOSÉ,7.306660542989259
2025-08-10,LUZERNA,0.0
2025-08-10,MODELO,0.0
2025-08-10,CAXAMBU DO SUL,0.0
2025-08-10,PETROLÂNDIA,0.0
2025-08-10,BALNEÁRIO ARROIO DO SILVA,0.0
2025-08-10,CAMPOS NOVOS,0.0
2025-08-10,CHAPADÃO DO LAGEADO,0.0
2025-08-10,CATANDUVAS,0.0
2025-08-10,BOM RETIRO,0.0
2025-08-10,BENEDITO NOVO,0.0
2025-08-10,BRUSQUE,0.7058358508145346
2025-08-10,CAPINZAL,0.0
2025-08-10,BOM JESUS DO OESTE,0.0
2025-08-10,CAPÃO ALTO,0.0
2025-08-10,CAMPO ERÊ,0.0
2025-08-10,ABDON BATISTA,0.0
2025-08-10,BIGUAÇU,0.0
2025-08-10,TRÊS BARRAS,0.0
2025-08-10,CAIBI,0.0
2025-08-10,ITAIÓPOLIS,0.0
2025-08-10,CAMPO ALEGRE,0.0
2025-08-10,BANDEIRANTE,0.0
2025-08-10,BARRA BONITA,0.0
2025-08-10,BOM JESUS,0.0
2025-08-10,BLUMENAU,0.0
2025-08-10,BRAÇO DO TROMBUDO,0.0
2025-08-10,BOM JARDIM DA SERRA,0.0
2025-08-10,ERMO,0.0
2025-08-10,TURVO,0.0
2025-08-10,CAMBORIÚ,3.5661112448402825
2025-08-10,BRAÇO DO NORTE,0.0
2025-08-10,BARRA VELHA,0.0
2025-08-10,CANOINHAS,0.0
2025-08-10,CANELINHA,0.0
2025-08-10,DONA EMMA,0.0
2025-08-10,CAPIVARI DE BAIXO,0.0
2025-08-10,AGRONÔMICA,0.0
2025-08-10,BOTUVERÁ,0.0
2025-08-10,JACINTO MACHADO,0.0
2025-08-10,BOMBINHAS,4.095674967234601
2025-08-10,BELMONTE,0.0
2025-08-10,ARMAZÉM,0.0
2025-08-17,SÃO JOÃO DO OESTE,0.0
2025-08-17,CAIBI,0.0
2025-08-17,LAGES,0.0
2025-08-17,ITAPEMA,1.3115270108987895
2025-08-17,LACERDÓPOLIS,0.0
2025-08-17,MORRO GRANDE,0.0
2025-08-17,ITAJAÍ,0.6868863100123983
2025-08-17,TANGARÁ,0.0
2025-08-17,IRINEÓPOLIS,0.0
2025-08-17,IRATI,0.0
2025-08-17,BRAÇO DO TROMBUDO,0.0
2025-08-17,IRANI,0.0
2025-08-17,BANDEIRANTE,0.0
2025-08-17,AURORA,0.0
2025-08-17,LAGUNA,0.0
2025-08-17,ARVOREDO,0.0
2025-08-17,ITAPIRANGA,0.0
2025-08-17,JOAÇABA,0.0
2025-08-17,ITAPOÁ,0.0
2025-08-17,SÃO MIGUEL DA BOA VISTA,0.0
2025-08-17,JARDINÓPOLIS,0.0
2025-08-17,SÃO LUDGERO,0.0
2025-08-17,JOINVILLE,0.4854533891928367
2025-08-17,JARAGUÁ DO SUL,0.0
2025-08-17,SÃO MIGUEL DO OESTE,0.0
2025-08-17,JOSÉ BOITEUX,0.0
2025-08-17,BRUSQUE,0.0
2025-08-17,SÃO LOURENÇO DO OESTE,0.0
2025-08-17,JABORÁ,0.0
2025-08-17,ASCURRA,0.0
2025-08-17,JUPIÁ,0.0
2025-08-17,SANGÃO,0.0
2025-08-17,IÇARA,0.0
2025-08-17,SÃO PEDRO DE ALCÂNTARA,0.0
2025-08-17,ITÁ,0.0
2025-08-17,ITUPORANGA,0.0
2025-08-17,BRAÇO DO NORTE,0.0
2025-08-17,CHAPADÃO DO LAGEADO,0.0
2025-08-17,TAIÓ,0.0
2025-08-17,JAGUARUNA,0.0
2025-08-17,IPORÃ DO OESTE,0.0
2025-08-17,CAMBORIÚ,0.8915278112100706
2025-08-17,URUBICI,0.0
2025-08-17,GUARACIABA,0.0
2025-08-17,GUABIRUBA,0.0
2025-08-17,CAMPOS NOVOS,0.0
2025-08-17,URUSSANGA,0.0
2025-08-17,GRAVATAL,0.0
2025-08-17,GOVERNADOR CELSO RAMOS,0.0
2025-08-17,BALNEÁRIO CAMBORIÚ,1.428204176069011
2025-08-17,MONTE CARLO,0.0
2025-08-17,GASPAR,0.0
2025-08-17,VARGEM BONITA,0.0
2025-08-17,GARUVA,0.0
2025-08-17,SÃO JOAQUIM,0.0
2025-08-17,GAROPABA,0.0
2025-08-17,CANELINHA,0.0
2025-08-17,ALFREDO WAGNER,0.0
2025-08-17,GALVÃO,0.0
2025-08-17,VARGEÃO,0.0
2025-08-17,FRAIBURGO,0.0
2025-08-17,FORQUILHINHA,0.0
2025-08-17,BALNEÁRIO ARROIO DO SILVA,0.0
2025-08-17,VIDAL RAMOS,0.0
2025-08-17,FORMOSA DO SUL,0.0
2025-08-17,TRÊS BARRAS,0.0
2025-08-17,FLORIANÓPOLIS,8.185301288749564
2025-08-17,GUARAMIRIM,0.0
2025-08-17,BOM RETIRO,0.0
2025-08-17,GUARUJÁ DO SUL,0.0
2025-08-17,UNIÃO DO OESTE,0.0
2025-08-17,IRACEMINHA,0.0
2025-08-17,SANTA ROSA DE LIMA,0.0
2025-08-17,TIJUCAS,0.0
2025-08-17,IPUMIRIM,0.0
2025-08-17,IPUAÇU,0.0
2025-08-17,RIO RUFINO,0.0
2025-08-17,TIMBÓ,0.0
2025-08-17,IPIRA,0.0
2025-08-17,IOMERÊ,0.0
2025-08-17,TREZE TÍLIAS,0.0
2025-08-17,INDAIAL,0.0
2025-08-17,CAMPO ALEGRE,0.0
2025-08-17,ALTO BELA VISTA,0.0
2025-08-17,TROMBUDO CENTRAL,0.0
2025-08-17,IMBITUBA,0.0
2025-08-17,TUBARÃO,0.0
2025-08-17,IMARUÍ,0.0
2025-08-17,BALNEÁRIO BARRA DO SUL,0.0
2025-08-17,ILHOTA,0.0
2025-08-17,IBIRAMA,0.0
2025-08-17,CAMPO ERÊ,0.0
2025-08-17,SIDERÓPOLIS,0.0
2025-08-17,TUNÁPOLIS,0.0
2025-08-17,IBICARÉ,0.0
2025-08-17,HERVAL D'OESTE,0.0
2025-08-17,GUATAMBÚ,0.0
2025-08-17,IMBUIA,0.0
2025-08-17,LAJEADO GRANDE,0.0
2025-08-17,CATANDUVAS,0.0
2025-08-17,SÃO JOÃO DO ITAPERIÚ,0.0
2025-08-17,SANTA TEREZINHA DO PROGRESSO,0.0
2025-08-17,PONTE SERRADA,0.0
2025-08-17,BENEDITO NOVO,0.0
2025-08-17,PONTE ALTA,0.0
2025-08-17,POMERODE,2.8819274330672355
2025-08-17,ARABUTÃ,0.0
2025-08-17,SANTIAGO DO SUL,0.0
2025-08-17,PLANALTO ALEGRE,0.0
2025-08-17,PIRATUBA,0.0
2025-08-17,SANTO AMARO DA IMPERATRIZ,0.0
2025-08-17,PINHALZINHO,0.0
2025-08-17,BARRA BONITA,0.0
2025-08-17,PERITIBA,0.0
2025-08-17,BIGUAÇU,0.0
2025-08-17,SAUDADES,0.0
2025-08-17,PENHA,0.0
2025-08-17,PAULO LOPES,0.0
2025-08-17,PESCARIA BRAVA,0.0
2025-08-17,PRESIDENTE CASTELLO BRANCO,0.0
2025-08-17,SCHROEDER,0.0
2025-08-17,PASSOS MAIA,0.0
